"#sys_sample_code","lab_anl_method_name","analysis_date","fraction","column_number","test_type","lab_matrix_code","analysis_location","basis","container_id","dilution_factor","prep_method","prep_date","leachate_method","leachate_date","lab_name_code","qc_level","lab_sample_id","percent_moisture","subsample_amount","subsample_amount_unit","analyst_name","instrument_id","comment","preservative","final_volume","final_volume_unit","cas_rn","chemical_name","Result_value","Result_error_delta","result_type_code","reportable_result","detect_flag","Lab_qualifiers","validator_qualifiers","interpreted_qualifiers","validated_yn","method_detection_limit","reporting_detection_limit","quantitation_limit","Result_unit","detection_limit_unit","tic_retention_time","minimum_detectable_conc","counting_error","uncertainty","critical_value","validation_level","result_comment","qc_original_conc","qc_spike_added","qc_spike_measured","qc_spike_recovery","qc_dup_original_conc","qc_dup_spike_added","qc_dup_spike_measured","qc_dup_spike_recovery","qc_rpd","qc_spike_lcl","qc_spike_ucl","qc_rpd_cl","qc_spike_status","qc_dup_spike_status","qc_rpd_status","lab_sdg"
"2009LOW0E12","E365.1","05/26/2020 15:55:00","D","NA","initial","WS","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-030","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)","","","TRG","Yes","N","U","","U","","0.0036","0.0036","0.0050","mg/l","mg/l","","0.0036","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"681482-MB1","SM5310C","05/26/2020 15:56:00","D","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-MB1","","42","mL","","","","","42","mL","DOC","Carbon, Dissolved Organic (DOC)","","","TRG","Yes","N","U","","U","","0.5","0.5","1.0","mg/l","mg/l","","0.5","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"358970-MB1","E365.1","05/26/2020 15:05:00","D","NA","initial","WQ","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-MB1","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)","","","TRG","Yes","N","U","","U","","0.0036","0.0036","0.0050","mg/l","mg/l","","0.0036","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"681645-MB1","SM 2320 B","05/27/2020 13:24:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-MB1","","0","mL","","","","","","","ALK","ALKALINITY, TOTAL (AS CaCO3)","","","TRG","Yes","N","U","","U","","1.8","1.8","2.0","mg/l","mg/l","","1.8","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"681187-MB1","E350.1","05/22/2020 18:45:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-MB1","","10","mL","","","","","10","mL","7664-41-7","Nitrogen, ammonia (As N)","","","TRG","Yes","N","U","","U","","0.003","0.003","0.010","mg/l","mg/l","","0.003","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"681482-MB1","SM5310C","05/26/2020 15:56:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-MB1","","42","mL","","","","","42","mL","TOC","TOTAL ORGANIC CARBON","","","TRG","Yes","N","U","","U","","0.5","0.5","1.0","mg/l","mg/l","","0.5","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"681204-MB1","E300.0","05/22/2020 23:16:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-MB1","","10","mL","","","","","10","mL","16887-00-6","CHLORIDE (AS CL)","","","TRG","Yes","N","U","","U","","0.05","0.05","0.20","mg/l","mg/l","","0.05","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"681988-MB1","SM10200H","05/29/2020 12:00:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-MB1","","100","mL","","","","","","","479-61-8","Chlorophyll A","","","TRG","Yes","N","U","","U","","","0.40","0.40","ug/l","ug/l","","","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"681550-MB1","SM2120B","05/21/2020 16:00:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-MB1","","0","mL","","","","","","","COLOR","Color, True","","","TRG","Yes","N","U","","U","","","5.0","5.0","color unit","color unit","","","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"681516-MB1","E353.2","05/26/2020 21:48:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-MB1","","10","mL","","","","","10","mL","NO3NO2N","Nitrate+Nitrite as Nitrogen","","","TRG","Yes","N","U","","U","","0.0015","0.0015","0.0020","mg/l","mg/l","","0.0015","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"681105-MB1","E353.2","05/21/2020 20:03:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-MB1","","10","mL","","","","","10","mL","14797-65-0","NITROGEN, NITRITE","","","TRG","Yes","N","U","","U","","0.007","0.007","0.010","mg/l","mg/l","","0.007","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"359186-MB1","E351.2","05/29/2020 14:46:00","T","NA","initial","WQ","LB","NA","","1","METHOD","05/28/2020 14:14:00","","","ALSRNY","quant","R2004299-MB1","","20","mL","","","","","20","mL","KN","NITROGEN, KJELDAHL, TOTAL","","","TRG","Yes","N","U","","U","","0.10","0.10","0.10","mg/l","mg/l","","0.10","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"358972-MB1","E365.1","05/26/2020 16:16:00","T","NA","initial","WQ","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-MB1","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)","","","TRG","Yes","N","U","","U","","0.0036","0.0036","0.0050","mg/l","mg/l","","0.0036","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"681204-MB1","E300.0","05/22/2020 23:16:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-MB1","","10","mL","","","","","10","mL","14808-79-8","SULFATE (AS SO4)","","","TRG","Yes","N","U","","U","","0.04","0.04","0.20","mg/l","mg/l","","0.04","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"681684-MB1","SM5910B","05/21/2020 21:29:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-MB1","","1","mL","","","","","1","mL","UV254","UV 254","-0.00100","","TRG","Yes","Y","","","","","","","","1/cm","1/cm","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"681483-MB2","SM5310C","05/27/2020 00:36:00","D","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-MB2","","42","mL","","","","","42","mL","DOC","Carbon, Dissolved Organic (DOC)","","","TRG","Yes","N","U","","U","","0.5","0.5","1.0","mg/l","mg/l","","0.5","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"358971-MB2","E365.1","05/26/2020 15:39:00","D","NA","initial","WQ","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-MB2","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)","","","TRG","Yes","N","U","","U","","0.0036","0.0036","0.0050","mg/l","mg/l","","0.0036","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"681647-MB2","SM 2320 B","05/27/2020 20:19:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-MB2","","0","mL","","","","","","","ALK","ALKALINITY, TOTAL (AS CaCO3)","","","TRG","Yes","N","U","","U","","1.8","1.8","2.0","mg/l","mg/l","","1.8","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"681188-MB2","E350.1","05/22/2020 19:25:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-MB2","","10","mL","","","","","10","mL","7664-41-7","Nitrogen, ammonia (As N)","","","TRG","Yes","N","U","","U","","0.003","0.003","0.010","mg/l","mg/l","","0.003","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"681483-MB2","SM5310C","05/27/2020 00:36:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-MB2","","42","mL","","","","","42","mL","TOC","TOTAL ORGANIC CARBON","","","TRG","Yes","N","U","","U","","0.5","0.5","1.0","mg/l","mg/l","","0.5","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"681550-MB2","SM2120B","05/21/2020 16:00:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-MB2","","0","mL","","","","","","","COLOR","Color, True","","","TRG","Yes","N","U","","U","","","5.0","5.0","color unit","color unit","","","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"681518-MB2","E353.2","05/26/2020 22:21:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-MB2","","10","mL","","","","","10","mL","NO3NO2N","Nitrate+Nitrite as Nitrogen","","","TRG","Yes","N","U","","U","","0.0015","0.0015","0.0020","mg/l","mg/l","","0.0015","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"681215-MB2","E353.2","05/21/2020 20:13:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-MB2","","10","mL","","","","","10","mL","14797-65-0","NITROGEN, NITRITE","","","TRG","Yes","N","U","","U","","0.007","0.007","0.010","mg/l","mg/l","","0.007","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"359190-MB2","E351.2","05/29/2020 12:47:00","T","NA","initial","WQ","LB","NA","","1","METHOD","05/28/2020 14:52:00","","","ALSRNY","quant","R2004299-MB2","","20","mL","","","","","20","mL","KN","NITROGEN, KJELDAHL, TOTAL","","","TRG","Yes","N","U","","U","","0.1","0.1","0.10","mg/l","mg/l","","0.1","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"358973-MB2","E365.1","05/26/2020 16:53:00","T","NA","initial","WQ","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-MB2","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)","","","TRG","Yes","N","U","","U","","0.0036","0.0036","0.0050","mg/l","mg/l","","0.0036","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"681649-MB3","SM 2320 B","05/28/2020 02:05:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-MB3","","0","mL","","","","","","","ALK","ALKALINITY, TOTAL (AS CaCO3)","","","TRG","Yes","N","U","","U","","1.8","1.8","2.0","mg/l","mg/l","","1.8","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"681651-MB4","SM 2320 B","05/28/2020 04:52:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-MB4","","0","mL","","","","","","","ALK","ALKALINITY, TOTAL (AS CaCO3)","","","TRG","Yes","N","U","","U","","1.8","1.8","2.0","mg/l","mg/l","","1.8","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"681482-LCS1","SM5310C","05/26/2020 16:17:00","D","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-LCS1","","42","mL","","","","","42","mL","DOC","Carbon, Dissolved Organic (DOC)","10.2","","SC","Yes","Y","","","","","0.5","","1.0","mg/l","mg/l","","0.5","","","","","","","10.0","10.2","102","","","","","","70","130","","","","","R2004299"
"358970-LCS1","E365.1","05/26/2020 15:06:00","D","NA","initial","WQ","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-LCS1","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)","0.0233","","SC","Yes","Y","","","","","0.0036","","0.0050","mg/l","mg/l","","0.0036","","","","","","","0.0250","0.0233","93","","","","","","70","130","","","","","R2004299"
"681645-LCS1","SM 2320 B","05/27/2020 13:30:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-LCS1","","0","mL","","","","","","","ALK","ALKALINITY, TOTAL (AS CaCO3)","18.4","","SC","Yes","Y","","","","","1.8","","2.0","mg/l","mg/l","","1.8","","","","","","","20.0","18.4","92","","","","","","70","130","","","","","R2004299"
"681187-LCS1","E350.1","05/22/2020 18:51:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-LCS1","","10","mL","","","","","10","mL","7664-41-7","Nitrogen, ammonia (As N)","0.249","","SC","Yes","Y","","","","","0.003","","0.010","mg/l","mg/l","","0.003","","","","","","","0.250","0.249","100","","","","","","70","130","","","","","R2004299"
"681482-LCS1","SM5310C","05/26/2020 16:17:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-LCS1","","42","mL","","","","","42","mL","TOC","TOTAL ORGANIC CARBON","10.2","","SC","Yes","Y","","","","","0.5","","1.0","mg/l","mg/l","","0.5","","","","","","","10.0","10.2","102","","","","","","70","130","","","","","R2004299"
"681204-LCS1","E300.0","05/22/2020 23:23:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-LCS1","","10","mL","","","","","10","mL","16887-00-6","CHLORIDE (AS CL)","2.04","","SC","Yes","Y","","","","","0.05","","0.20","mg/l","mg/l","","0.05","","","","","","","2.00","2.04","102","","","","","","70","130","","","","","R2004299"
"681516-LCS1","E353.2","05/26/2020 21:50:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-LCS1","","10","mL","","","","","10","mL","NO3NO2N","Nitrate+Nitrite as Nitrogen","0.530","","SC","Yes","Y","","","","","0.0015","","0.0020","mg/l","mg/l","","0.0015","","","","","","","0.500","0.530","106","","","","","","70","130","","","","","R2004299"
"681105-LCS1","E353.2","05/21/2020 20:03:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-LCS1","","10","mL","","","","","10","mL","14797-65-0","NITROGEN, NITRITE","0.246","","SC","Yes","Y","","","","","0.007","","0.010","mg/l","mg/l","","0.007","","","","","","","0.250","0.246","98","","","","","","70","130","","","","","R2004299"
"359186-LCS1","E351.2","05/29/2020 14:47:00","T","NA","initial","WQ","LB","NA","","1","METHOD","05/28/2020 14:14:00","","","ALSRNY","quant","R2004299-LCS1","","20","mL","","","","","20","mL","KN","NITROGEN, KJELDAHL, TOTAL","2.37","","SC","Yes","Y","","","","","0.10","","0.10","mg/l","mg/l","","0.10","","","","","","","2.50","2.37","95","","","","","","70","130","","","","","R2004299"
"358972-LCS1","E365.1","05/26/2020 16:17:00","T","NA","initial","WQ","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-LCS1","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)","0.0241","","SC","Yes","Y","","","","","0.0036","","0.0050","mg/l","mg/l","","0.0036","","","","","","","0.0250","0.0241","96","","","","","","70","130","","","","","R2004299"
"681204-LCS1","E300.0","05/22/2020 23:23:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-LCS1","","10","mL","","","","","10","mL","14808-79-8","SULFATE (AS SO4)","2.02","","SC","Yes","Y","","","","","0.04","","0.20","mg/l","mg/l","","0.04","","","","","","","2.00","2.02","101","","","","","","70","130","","","","","R2004299"
"681483-LCS2","SM5310C","05/27/2020 02:41:00","D","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-LCS2","","42","mL","","","","","42","mL","DOC","Carbon, Dissolved Organic (DOC)","10.1","","SC","Yes","Y","","","","","0.5","","1.0","mg/l","mg/l","","0.5","","","","","","","10.0","10.1","101","","","","","","70","130","","","","","R2004299"
"358971-LCS2","E365.1","05/26/2020 15:40:00","D","NA","initial","WQ","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-LCS2","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)","0.0249","","SC","Yes","Y","","","","","0.0036","","0.0050","mg/l","mg/l","","0.0036","","","","","","","0.0250","0.0249","100","","","","","","70","130","","","","","R2004299"
"681647-LCS2","SM 2320 B","05/27/2020 20:38:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-LCS2","","0","mL","","","","","","","ALK","ALKALINITY, TOTAL (AS CaCO3)","18.4","","SC","Yes","Y","","","","","1.8","","2.0","mg/l","mg/l","","1.8","","","","","","","20.0","18.4","92","","","","","","70","130","","","","","R2004299"
"681188-LCS2","E350.1","05/22/2020 19:26:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-LCS2","","10","mL","","","","","10","mL","7664-41-7","Nitrogen, ammonia (As N)","0.245","","SC","Yes","Y","","","","","0.003","","0.010","mg/l","mg/l","","0.003","","","","","","","0.250","0.245","98","","","","","","70","130","","","","","R2004299"
"681483-LCS2","SM5310C","05/27/2020 02:41:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-LCS2","","42","mL","","","","","42","mL","TOC","TOTAL ORGANIC CARBON","10.1","","SC","Yes","Y","","","","","0.5","","1.0","mg/l","mg/l","","0.5","","","","","","","10.0","10.1","101","","","","","","70","130","","","","","R2004299"
"681518-LCS2","E353.2","05/26/2020 22:29:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-LCS2","","10","mL","","","","","10","mL","NO3NO2N","Nitrate+Nitrite as Nitrogen","0.528","","SC","Yes","Y","","","","","0.0015","","0.0020","mg/l","mg/l","","0.0015","","","","","","","0.500","0.528","106","","","","","","70","130","","","","","R2004299"
"681215-LCS2","E353.2","05/21/2020 20:16:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-LCS2","","10","mL","","","","","10","mL","14797-65-0","NITROGEN, NITRITE","0.246","","SC","Yes","Y","","","","","0.007","","0.010","mg/l","mg/l","","0.007","","","","","","","0.250","0.246","99","","","","","","70","130","","","","","R2004299"
"359190-LCS2","E351.2","05/29/2020 12:48:00","T","NA","initial","WQ","LB","NA","","1","METHOD","05/28/2020 14:52:00","","","ALSRNY","quant","R2004299-LCS2","","20","mL","","","","","20","mL","KN","NITROGEN, KJELDAHL, TOTAL","2.34","","SC","Yes","Y","","","","","0.1","","0.10","mg/l","mg/l","","0.1","","","","","","","2.50","2.34","94","","","","","","70","130","","","","","R2004299"
"358973-LCS2","E365.1","05/26/2020 16:54:00","T","NA","initial","WQ","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-LCS2","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)","0.0259","","SC","Yes","Y","","","","","0.0036","","0.0050","mg/l","mg/l","","0.0036","","","","","","","0.0250","0.0259","103","","","","","","70","130","","","","","R2004299"
"681649-LCS3","SM 2320 B","05/28/2020 02:30:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-LCS3","","0","mL","","","","","","","ALK","ALKALINITY, TOTAL (AS CaCO3)","16.8","","SC","Yes","Y","","","","","1.8","","2.0","mg/l","mg/l","","1.8","","","","","","","20.0","16.8","84","","","","","","70","130","","","","","R2004299"
"681651-LCS4","SM 2320 B","05/28/2020 05:34:00","T","NA","initial","WQ","LB","NA","","1","","","","","ALSRNY","quant","R2004299-LCS4","","0","mL","","","","","","","ALK","ALKALINITY, TOTAL (AS CaCO3)","18.0","","SC","Yes","Y","","","","","1.8","","2.0","mg/l","mg/l","","1.8","","","","","","","20.0","18.0","90","","","","","","70","130","","","","","R2004299"
"2009MUD03S11DUP","SM2120B","05/21/2020 16:00:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-009DUP","","0","mL","","","","","","","COLOR","Color, True","35.0","","TRG","Yes","Y","","","","","","","5.0","color unit","color unit","","","","","","","","35.0","","","","35.0","","","","<1","","","20","","","","R2004299"
"2009MUD03S11DUP","SM2120B","05/27/2020 14:00:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-009DUP","","0","mL","","","","","","","PHCOLOR","pH of Color Analysis","7.55","","TRG","Yes","Y","","","","","","","","pH units","pH units","","","","","","","","7.55","","","","7.55","","","","<1","","","20","","","","R2004299"
"2009HIC0E11DUP","SM5910B","05/21/2020 21:29:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-019DUP","","1","mL","","","","","1","mL","UV254","UV 254","-0.00100","","TRG","Yes","Y","","","","","","","","1/cm","1/cm","","","","","","","","0","","","","0","","","","<1","","","20","","","","R2004299"
"2009LOW0S11DUP","SM 2320 B","05/28/2020 05:52:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-023DUP","","0","mL","","","","","","","ALK","ALKALINITY, TOTAL (AS CaCO3)","62.8","","TRG","Yes","Y","","","","","1.8","","2.0","mg/l","mg/l","","1.8","","","","","","64.4","","","","64.4","","","","3","","","20","","","","R2004299"
"2009MUS0S11MS","SM5310C","05/26/2020 18:40:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-001MS","","42","mL","","","","","42","mL","TOC","TOTAL ORGANIC CARBON","15.6","","SC","Yes","Y","","","","","0.5","","1.0","mg/l","mg/l","","0.5","","","","","","5.3","10.0","15.6","103","","","","","","75","125","20","","","","R2004299"
"2009MUS0S11 MS","SM5310C","05/26/2020 19:43:00","D","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-002MS","","42","mL","","","","","42","mL","DOC","Carbon, Dissolved Organic (DOC)","15.9","","SC","Yes","Y","","","","","0.5","","1.0","mg/l","mg/l","","0.5","","","","","","5.1","10.0","15.9","108","","","","","","75","125","20","","","","R2004299"
"2009MUS0S12MS","E353.2","05/26/2020 22:24:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-003MS","","10","mL","","","","","10","mL","NO3NO2N","Nitrate+Nitrite as Nitrogen","0.507","","SC","Yes","Y","","","","","0.0015","","0.0020","mg/l","mg/l","","0.0015","","","","","","0.0055","0.500","0.507","100","","","","","","75","125","20","","","","R2004299"
"2009MUS0S12MS","E351.2","05/29/2020 15:21:00","T","NA","initial","WS","LB","NA","","1","METHOD","05/28/2020 14:14:00","","","ALSRNY","quant","R2004299-003MS","","20","mL","","","","","20","mL","KN","NITROGEN, KJELDAHL, TOTAL","2.67","","SC","Yes","Y","","","","","0.1","","0.10","mg/l","mg/l","","0.1","","","","","","0.29","2.50","2.67","95","","","","","","75","125","20","","","","R2004299"
"2009 HIC0S11MS","E351.2","05/29/2020 12:51:00","T","NA","initial","WS","LB","NA","","1","METHOD","05/28/2020 14:52:00","","","ALSRNY","quant","R2004299-005MS","","20","mL","","","","","20","mL","KN","NITROGEN, KJELDAHL, TOTAL","3.43","","SC","Yes","Y","","","","","0.1","","0.10","mg/l","mg/l","","0.1","","","","","","0.85","2.50","3.43","103","","","","","","75","125","20","","","","R2004299"
"2009 HIC0S11MS","E365.1","05/26/2020 16:57:00","T","NA","initial","WS","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-005MS","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)","0.0646","","SC","Yes","Y","","","","","0.0036","","0.0050","mg/l","mg/l","","0.0036","","","","","","0.0369","0.0250","0.0646","111","","","","","","75","125","20","","","","R2004299"
"2009MUD03S11MS","E353.2","05/21/2020 20:18:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-009MS","","10","mL","","","","","10","mL","14797-65-0","NITROGEN, NITRITE","0.248","","SC","Yes","Y","","","","","0.007","","0.010","mg/l","mg/l","","0.007","","","","","","0","0.250","0.248","99","","","","","","75","125","20","","","","R2004299"
"2009RED0S11MS","E300.0","05/23/2020 00:11:00","T","NA","initial","WS","LB","NA","","10","","","","","ALSRNY","quant","R2004299-011MS","","10","mL","","","","","10","mL","16887-00-6","CHLORIDE (AS CL)","37.9","","SC","Yes","Y","","","","","0.5","","2.0","mg/l","mg/l","","0.5","","","","","","18.5","20.0","37.9","97","","","","","","75","125","20","","","","R2004299"
"2009RED0S11MS","E353.2","05/26/2020 22:33:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-011MS","","10","mL","","","","","10","mL","NO3NO2N","Nitrate+Nitrite as Nitrogen","0.571","","SC","Yes","Y","","","","","0.0015","","0.0020","mg/l","mg/l","","0.0015","","","","","","0.0752","0.500","0.571","99","","","","","","75","125","20","","","","R2004299"
"2009RED0S11MS","E300.0","05/23/2020 00:11:00","T","NA","initial","WS","LB","NA","","10","","","","","ALSRNY","quant","R2004299-011MS","","10","mL","","","","","10","mL","14808-79-8","SULFATE (AS SO4)","24.3","","SC","Yes","Y","","","","","0.4","","2.0","mg/l","mg/l","","0.4","","","","","","5.0","20.0","24.3","96","","","","","","75","125","20","","","","R2004299"
"2009HIC0E12MS","E350.1","05/22/2020 19:22:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-021MS","","10","mL","","","","","10","mL","7664-41-7","Nitrogen, ammonia (As N)","0.248","","SC","Yes","Y","","","","","0.003","","0.010","mg/l","mg/l","","0.003","","","","","","0","0.250","0.248","99","","","","","","75","125","20","","","","R2004299"
"2009HIC0E12MS","SM5310C","05/27/2020 05:28:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-021MS","","42","mL","","","","","42","mL","TOC","TOTAL ORGANIC CARBON","10.5","","SC","Yes","Y","","","","","0.5","","1.0","mg/l","mg/l","","0.5","","","","","","0","10.0","10.5","105","","","","","","75","125","20","","","","R2004299"
"2009HIC0E12 MS","SM5310C","05/27/2020 06:31:00","D","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-022MS","","42","mL","","","","","42","mL","DOC","Carbon, Dissolved Organic (DOC)","10.5","","SC","Yes","Y","","","","","0.5","","1.0","mg/l","mg/l","","0.5","","","","","","0","10.0","10.5","105","","","","","","75","125","20","","","","R2004299"
"2009LOW0S11MS","E353.2","05/21/2020 20:09:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-023MS","","10","mL","","","","","10","mL","14797-65-0","NITROGEN, NITRITE","0.248","","SC","Yes","Y","","","","","0.007","","0.010","mg/l","mg/l","","0.007","","","","","","0","0.250","0.248","99","","","","","","75","125","20","","","","R2004299"
"2009LOW0E11MS","E353.2","05/21/2020 20:11:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-027MS","","10","mL","","","","","10","mL","14797-65-0","NITROGEN, NITRITE","0.249","","SC","Yes","Y","","","","","0.007","","0.010","mg/l","mg/l","","0.007","","","","","","0","0.250","0.249","99","","","","","","75","125","20","","","","R2004299"
"2009LOW0E12MS","E300.0","05/23/2020 01:34:00","T","NA","initial","WS","LB","NA","","10","","","","","ALSRNY","quant","R2004299-029MS","","10","mL","","","","","10","mL","16887-00-6","CHLORIDE (AS CL)","20.3","","SC","Yes","Y","","","","","0.5","","2.0","mg/l","mg/l","","0.5","","","","","","0","20.0","20.3","102","","","","","","75","125","20","","","","R2004299"
"2009LOW0E12MS","E353.2","05/26/2020 22:50:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-029MS","","10","mL","","","","","10","mL","NO3NO2N","Nitrate+Nitrite as Nitrogen","0.509","","SC","Yes","Y","","","","","0.0015","","0.0020","mg/l","mg/l","","0.0015","","","","","","0","0.500","0.509","102","","","","","","75","125","20","","","","R2004299"
